,0
1307,"FOX Report : FOXNEWS : March 6, 2010 7:00pm-8:00pm EST"
1308,"America Live : FOXNEWS : April 13, 2010 1:00pm-3:00pm EDT"
1309,"America's Newsroom : FOXNEWS : August 26, 2010 9:00am-11:00am EDT"
1310,"America's News HQ : FOXNEWS : January 1, 2011 12:00pm-2:00pm EST"
1311,"FOX News Watch : FOXNEWS : January 8, 2011 2:30pm-3:00pm EST"
1312,"Special Report With Bret Baier : FOXNEWS : April 13, 2011 4:00am-5:00am EDT"
1313,"Hannity : FOXNEWS : June 8, 2011 12:00am-1:00am EDT"
1314,"Red Eye : FOXNEWS : June 10, 2011 3:00am-4:00am EDT"
1315,"The O'Reilly Factor : FOXNEWS : October 11, 2011 5:00am-6:00am EDT"
1316,"Studio B With Shepard Smith : FOXNEWS : October 11, 2011 3:00pm-4:00pm EDT"
1317,"Forbes on FOX : FOXNEWS : October 22, 2011 11:00am-11:30am EDT"
1318,"The Five : FOXNEWS : November 9, 2011 2:00am-3:00am EST"
1319,"Red Eye : FOXNEWS : January 1, 2012 2:00am-3:00am EST"
1320,"FOX News Sunday With Chris Wallace : FOXNEWS : April 16, 2012 2:00am-3:00am EDT"
1321,"FOX and Friends : FOXNEWS : May 8, 2012 6:00am-9:00am EDT"
1322,"FOX and Friends First : FOXNEWS : June 22, 2012 5:00am-6:00am EDT"
1323,"FOX Report : FOXNEWS : July 5, 2009 7:00pm-8:00pm EDT"
1324,"Hannity : FOXNEWS : July 17, 2009 9:00pm-10:00pm EDT"
1325,"Happening Now : FOXNEWS : July 24, 2009 11:00am-1:00pm EDT"
1326,"Your World With Neil Cavuto : FOXNEWS : September 4, 2009 4:00pm-5:00pm EDT"
1327,"The Live Desk : FOXNEWS : November 11, 2009 1:00pm-3:00pm EST"
1328,"America's Newsroom : FOXNEWS : December 31, 2009 9:00am-11:00am EST"
1329,"The FOX Report With Shepard Smith : FOXNEWS : January 19, 2010 7:00pm-8:00pm EST"
1330,"FOX Report : FOXNEWS : April 11, 2010 7:00pm-8:00pm EDT"
1331,"FOX News Sunday With Chris Wallace : FOXNEWS : April 25, 2010 2:00pm-3:00pm EDT"
1332,"Geraldo at Large : FOXNEWS : June 13, 2010 1:00am-2:00am EDT"
1333,"America's Newsroom : FOXNEWS : June 23, 2010 9:00am-11:00am EDT"
1334,"Geraldo at Large : FOXNEWS : July 10, 2010 10:00pm-11:00pm EDT"
1335,"The O'Reilly Factor : FOXNEWS : August 13, 2010 5:00am-6:00am EDT"
1336,"America Live : FOXNEWS : October 1, 2010 1:00pm-3:00pm EDT"
1337,"Happening Now : FOXNEWS : October 29, 2010 10:00am-12:00pm EST"
1338,"FOX News Sunday With Chris Wallace : FOXNEWS : December 19, 2010 3:00pm-4:00pm EST"
1339,"America's News HQ : FOXNEWS : December 26, 2010 10:00am-10:30am EST"
1340,"Red Eye : FOXNEWS : December 28, 2010 3:00am-4:00am EST"
1341,"FOX and Friends : FOXNEWS : December 29, 2010 6:00am-9:00am EST"
1342,"State of the Union : FOXNEWS : January 25, 2011 8:55pm-10:40pm EST"
1343,"Huckabee : FOXNEWS : April 10, 2011 8:00pm-9:00pm EDT"
1344,"Happening Now : FOXNEWS : April 21, 2011 11:00am-1:00pm EDT"
1345,"The Live Desk : FOXNEWS : April 27, 2011 4:00am-5:00am EDT"
1346,"Hannity : FOXNEWS : May 11, 2011 12:00am-1:00am EDT"
1347,"Happening Now : FOXNEWS : September 28, 2011 11:00am-1:00pm EDT"
1348,"Bulls and Bears : FOXNEWS : October 8, 2011 10:00am-10:30am EDT"
1349,"Your World With Neil Cavuto : FOXNEWS : October 27, 2011 4:00pm-5:00pm EDT"
1350,"The Five : FOXNEWS : October 31, 2011 5:00pm-6:00pm EDT"
1351,"FOX and Friends : FOXNEWS : December 14, 2011 6:00am-9:00am EST"
1352,"Studio B With Shepard Smith : FOXNEWS : January 23, 2012 3:00pm-4:00pm EST"
1353,"Cavuto on Business : FOXNEWS : February 11, 2012 10:30am-11:00am EST"
1354,"FOX and Friends : FOXNEWS : April 13, 2012 6:00am-9:00am EDT"
1355,"FOX and Friends : FOXNEWS : May 18, 2012 6:00am-9:00am EDT"
1356,"FOX and Friends : FOXNEWS : July 2, 2012 6:00am-9:00am EDT"
1357,"America's News Headquarters : FOXNEWS : July 28, 2012 4:00pm-6:00pm EDT"
1358,"The O'Reilly Factor : FOXNEWS : July 3, 2009 8:00pm-9:00pm EDT"
1359,"FOX News Watch : FOXNEWS : July 25, 2009 2:30pm-3:00pm EDT"
1360,"Happening Now : FOXNEWS : July 28, 2009 11:00am-1:00pm EDT"
1361,"Geraldo at Large : FOXNEWS : August 10, 2009 1:00am-2:00am EDT"
1362,"The Live Desk : FOXNEWS : August 13, 2009 1:00pm-3:00pm EDT"
1363,"Red Eye : FOXNEWS : September 6, 2009 12:00am-1:00am EDT"
1364,"FOX and Friends Sunday : FOXNEWS : October 11, 2009 7:00am-10:00am EDT"
1365,"Hannity : FOXNEWS : October 15, 2009 9:00pm-10:00pm EDT"
1366,"Red Eye : FOXNEWS : October 18, 2009 12:00am-1:00am EDT"
1367,"FOX and Friends : FOXNEWS : October 23, 2009 6:00am-9:00am EDT"
1368,"The Live Desk : FOXNEWS : January 12, 2010 1:00pm-3:00pm EST"
1369,"Hannity : FOXNEWS : April 16, 2010 12:00am-1:00am EDT"
1370,"FOX and Friends Saturday : FOXNEWS : May 8, 2010 7:00am-10:00am EDT"
1371,"FOX and Friends : FOXNEWS : August 10, 2010 6:00am-9:00am EDT"
1372,"FOX and Friends : FOXNEWS : August 25, 2010 6:00am-9:00am EDT"
1373,"America's Newsroom : FOXNEWS : August 31, 2010 9:00am-11:00am EDT"
1374,"America Live : FOXNEWS : October 25, 2010 1:00pm-3:00pm EDT"
1375,"America Live : FOXNEWS : November 10, 2010 1:00pm-3:00pm EST"
1376,"Special Report With Bret Baier : FOXNEWS : December 11, 2010 4:00am-5:00am EST"
1377,"Bulls and Bears : FOXNEWS : December 11, 2010 10:00am-10:30am EST"
1378,"FOX and Friends : FOXNEWS : December 30, 2010 6:00am-9:00am EST"
1379,"Hannity : FOXNEWS : February 9, 2011 12:00am-1:00am EST"
1380,"Glenn Beck : FOXNEWS : February 9, 2011 5:00pm-6:00pm EST"
1381,"Happening Now : FOXNEWS : April 26, 2011 11:00am-1:00pm EDT"
1382,"America Live : FOXNEWS : June 2, 2011 1:00pm-3:00pm EDT"
1383,"Studio B With Shepard Smith : FOXNEWS : October 7, 2011 3:00pm-4:00pm EDT"
1384,"Hannity : FOXNEWS : October 15, 2011 12:00am-1:00am EDT"
1385,"Special Report With Bret Baier : FOXNEWS : October 24, 2011 6:00pm-7:00pm EDT"
1386,"The Five : FOXNEWS : October 28, 2011 2:00am-3:00am EDT"
1387,"The O'Reilly Factor : FOXNEWS : October 31, 2011 11:00pm-12:00am EDT"
1388,"FOX and Friends First : FOXNEWS : March 27, 2012 5:00am-6:00am EDT"
1389,"FOX and Friends Saturday : FOXNEWS : August 25, 2012 6:00am-10:00am EDT"
1390,"Geraldo at Large : FOXNEWS : November 17, 2012 10:00pm-11:00pm EST"
1391,"FOX Report : FOXNEWS : July 4, 2009 7:00pm-8:00pm EDT"
1392,"America's News HQ : FOXNEWS : July 5, 2009 1:26pm-2:00pm EDT"
1393,"Greta Van Susteren : FOXNEWS : July 7, 2009 1:00am-2:00am EDT"
1394,"Glenn Beck : FOXNEWS : July 10, 2009 5:00pm-6:00pm EDT"
1395,"FOX and Friends : FOXNEWS : July 15, 2009 6:00am-9:00am EDT"
1396,"Forbes on FOX : FOXNEWS : July 18, 2009 11:00am-11:30am EDT"
1397,"Glenn Beck : FOXNEWS : July 27, 2009 5:00pm-6:00pm EDT"
1398,"Happening Now : FOXNEWS : August 18, 2009 11:00am-1:00pm EDT"
1399,"Happening Now : FOXNEWS : September 11, 2009 11:00am-1:00pm EDT"
1400,"America's Newsroom : FOXNEWS : October 5, 2009 9:00am-11:00am EDT"
1401,"FOX and Friends : FOXNEWS : November 13, 2009 6:00am-9:00am EST"
1402,"FOX and Friends Sunday : FOXNEWS : December 6, 2009 7:00am-10:00am EST"
1403,"Special Report With Bret Baier : FOXNEWS : February 17, 2010 4:00am-5:00am EST"
1404,"Bulls and Bears : FOXNEWS : October 2, 2010 10:00am-10:30am EDT"
1405,"FOX and Friends Saturday : FOXNEWS : October 16, 2010 7:00am-10:00am EDT"
1406,"America Live : FOXNEWS : October 27, 2010 1:00pm-3:00pm EDT"
1407,"The FOX Report With Shepard Smith : FOXNEWS : April 8, 2011 7:00pm-8:00pm EDT"
1408,"Red Eye : FOXNEWS : April 9, 2011 3:00am-4:00am EDT"
1409,"Your World With Neil Cavuto : FOXNEWS : April 13, 2011 4:00pm-5:00pm EDT"
1410,"Forbes on FOX : FOXNEWS : June 25, 2011 11:00am-11:30am EDT"
1411,"Greta Van Susteren : FOXNEWS : October 5, 2011 1:00am-2:00am EDT"
1412,"Red Eye : FOXNEWS : October 5, 2011 3:00am-4:00am EDT"
1413,"The O'Reilly Factor : FOXNEWS : October 21, 2011 8:00pm-9:00pm EDT"
1414,"Your World With Neil Cavuto : FOXNEWS : October 24, 2011 4:00pm-5:00pm EDT"
1415,"Studio B With Shepard Smith : FOXNEWS : October 28, 2011 3:00pm-4:00pm EDT"
1416,"Studio B With Shepard Smith : FOXNEWS : October 31, 2011 3:00pm-4:00pm EDT"
1417,"FOX News Sunday With Chris Wallace : FOXNEWS : December 25, 2011 6:00pm-7:00pm EST"
1418,"FOX and Friends : FOXNEWS : May 1, 2012 6:00am-9:00am EDT"
1419,"Special Report With Bret Baier : FOXNEWS : June 5, 2012 6:00pm-7:00pm EDT"
1420,"America's Newsroom : FOXNEWS : July 7, 2009 9:00am-11:00am EDT"
1421,"FOX News Watch : FOXNEWS : July 11, 2009 11:30pm-12:00am EDT"
1422,"FOX and Friends : FOXNEWS : August 13, 2009 6:00am-9:00am EDT"
1423,"Glenn Beck : FOXNEWS : September 4, 2009 5:00pm-6:00pm EDT"
1424,"Your World With Neil Cavuto : FOXNEWS : September 7, 2009 4:00pm-5:00pm EDT"
1425,"Special Report With Bret Baier : FOXNEWS : September 19, 2009 4:00am-5:00am EDT"
1426,"America's News HQ : FOXNEWS : November 1, 2009 4:00pm-6:00pm EST"
1427,"Glenn Beck : FOXNEWS : January 1, 2010 5:00pm-6:00pm EST"
1428,"Studio B With Shepard Smith : FOXNEWS : January 6, 2010 3:00pm-4:00pm EST"
1429,"The Live Desk : FOXNEWS : January 11, 2010 1:00pm-3:00pm EST"
1430,"America's News HQ : FOXNEWS : April 10, 2010 12:00pm-2:00pm EDT"
1431,"Special Report With Bret Baier : FOXNEWS : April 29, 2010 4:00am-5:00am EDT"
1432,"Special Report With Bret Baier : FOXNEWS : August 28, 2010 4:00am-5:00am EDT"
1433,"Special Report With Bret Baier : FOXNEWS : February 1, 2011 6:00pm-7:00pm EST"
1434,"America's News HQ : FOXNEWS : February 13, 2011 10:00am-12:00pm EST"
1435,"America's News HQ : FOXNEWS : April 2, 2011 1:00pm-3:00pm EDT"
1436,"Glenn Beck : FOXNEWS : April 5, 2011 5:00pm-6:00pm EDT"
1437,"Glenn Beck : FOXNEWS : April 8, 2011 2:00am-3:00am EDT"
1438,"Studio B With Shepard Smith : FOXNEWS : April 11, 2011 3:00pm-4:00pm EDT"
1439,"Geraldo at Large : FOXNEWS : May 1, 2011 1:00am-2:00am EDT"
1440,"Red Eye : FOXNEWS : June 26, 2011 2:00am-3:00am EDT"
1441,"America's News Headquarters : FOXNEWS : October 1, 2011 6:00pm-7:00pm EDT"
1442,"Geraldo at Large : FOXNEWS : October 2, 2011 5:00am-6:00am EDT"
1443,"Special Report With Bret Baier : FOXNEWS : October 3, 2011 6:00pm-7:00pm EDT"
1444,"The O'Reilly Factor : FOXNEWS : October 5, 2011 11:00pm-12:00am EDT"
1445,"FOX and Friends : FOXNEWS : October 6, 2011 6:00am-9:00am EDT"
1446,"Huckabee : FOXNEWS : November 6, 2011 11:00pm-12:00am EST"
1447,"Special Report With Bret Baier : FOXNEWS : November 16, 2011 4:00am-5:00am EST"
1448,"Red Eye : FOXNEWS : July 3, 2009 3:00am-4:00am EDT"
1449,"Studio B With Shepard Smith : FOXNEWS : July 13, 2009 3:00pm-4:00pm EDT"
1450,"The FOX Report With Shepard Smith : FOXNEWS : August 3, 2009 7:16pm-8:00pm EDT"
1451,"Happening Now : FOXNEWS : August 25, 2009 11:00am-1:00pm EDT"
1452,"Greta Van Susteren : FOXNEWS : September 29, 2009 10:00pm-11:00pm EDT"
1453,"FOX and Friends Sunday : FOXNEWS : October 4, 2009 7:00am-10:00am EDT"
1454,"The FOX Report With Shepard Smith : FOXNEWS : October 28, 2009 7:00pm-8:00pm EDT"
1455,"FOX and Friends : FOXNEWS : December 30, 2009 6:00am-9:00am EST"
1456,"America's Newsroom : FOXNEWS : January 5, 2010 9:00am-11:00am EST"
1457,"Studio B With Shepard Smith : FOXNEWS : February 18, 2010 3:00pm-4:00pm EST"
1458,"America's News HQ : FOXNEWS : April 24, 2010 6:00pm-7:00pm EDT"
1459,"Studio B With Shepard Smith : FOXNEWS : April 26, 2010 3:00pm-4:00pm EDT"
1460,"America's Newsroom : FOXNEWS : August 20, 2010 9:00am-11:00am EDT"
1461,"FOX and Friends : FOXNEWS : August 23, 2010 6:00am-9:00am EDT"
1462,"The Journal Editorial Report : FOXNEWS : September 4, 2010 11:00pm-11:30pm EDT"
1463,"The FOX Report With Shepard Smith : FOXNEWS : October 6, 2010 7:00pm-8:00pm EDT"
1464,"FOX and Friends : FOXNEWS : November 4, 2010 5:00am-8:00am EST"
1465,"America's Newsroom : FOXNEWS : November 24, 2010 9:00am-11:00am EST"
1466,"America's News HQ : FOXNEWS : December 19, 2010 10:00am-10:30am EST"
1467,"Studio B With Shepard Smith : FOXNEWS : December 28, 2010 3:00pm-4:00pm EST"
1468,"FOX and Friends Sunday : FOXNEWS : January 16, 2011 6:00am-10:00am EST"
1469,"The Journal Editorial Report : FOXNEWS : March 12, 2011 2:00pm-2:30pm EST"
1470,"Happening Now : FOXNEWS : April 18, 2011 11:00am-1:00pm EDT"
1471,"Happening Now : FOXNEWS : April 20, 2011 11:00am-1:00pm EDT"
1472,"FOX News Sunday With Chris Wallace : FOXNEWS : October 2, 2011 6:00pm-7:00pm EDT"
1473,"The Five : FOXNEWS : October 13, 2011 2:00am-3:00am EDT"
1474,"Red Eye : FOXNEWS : October 18, 2011 3:00am-4:00am EDT"
1475,"Red Eye : FOXNEWS : October 25, 2011 3:00am-4:00am EDT"
1476,"The O'Reilly Factor : FOXNEWS : November 7, 2011 11:00pm-12:00am EST"
1477,"America's Election Headquarters : FOXNEWS : August 29, 2012 1:00am-2:30am EDT"
1478,"America's News HQ : FOXNEWS : July 11, 2009 4:00pm-5:00pm EDT"
1479,"FOX and Friends : FOXNEWS : July 24, 2009 6:00am-9:00am EDT"
1480,"Happening Now : FOXNEWS : August 6, 2009 11:00am-1:00pm EDT"
1481,"FOX Report : FOXNEWS : August 23, 2009 3:00am-4:00am EDT"
1482,"America's News HQ : FOXNEWS : September 5, 2009 12:00pm-2:00pm EDT"
1483,"The FOX Report With Shepard Smith : FOXNEWS : September 21, 2009 7:00pm-8:00pm EDT"
1484,"FOX and Friends Sunday : FOXNEWS : October 18, 2009 7:00am-10:00am EDT"
1485,"America's Newsroom : FOXNEWS : November 2, 2009 9:00am-11:00am EST"
1486,"Hannity : FOXNEWS : December 2, 2009 12:00am-1:00am EST"
1487,"FOX and Friends Saturday : FOXNEWS : April 10, 2010 7:00am-10:00am EDT"
1488,"Greta Van Susteren : FOXNEWS : April 13, 2010 10:00pm-11:00pm EDT"
1489,"Forbes on FOX : FOXNEWS : July 3, 2010 11:00am-11:30am EDT"
1490,"FOX and Friends : FOXNEWS : August 13, 2010 6:00am-9:00am EDT"
1491,"FOX and Friends Saturday : FOXNEWS : August 28, 2010 7:00am-10:00am EDT"
1492,"The FOX Report With Shepard Smith : FOXNEWS : October 12, 2010 7:00pm-8:00pm EDT"
1493,"The Journal Editorial Report : FOXNEWS : October 31, 2010 5:00am-5:30am EST"
1494,"Geraldo at Large : FOXNEWS : November 15, 2010 1:00am-2:00am EST"
1495,"Geraldo at Large : FOXNEWS : November 21, 2010 4:00am-5:00am EST"
1496,"Hannity : FOXNEWS : December 7, 2010 9:00pm-10:00pm EST"
1497,"Hannity : FOXNEWS : April 7, 2011 12:00am-1:00am EDT"
1498,"FOX and Friends : FOXNEWS : May 2, 2011 6:00am-9:00am EDT"
1499,"Studio B With Shepard Smith : FOXNEWS : June 22, 2011 3:00pm-4:00pm EDT"
1500,"America Live : FOXNEWS : October 11, 2011 1:00pm-3:00pm EDT"
1501,"Huckabee : FOXNEWS : October 24, 2011 3:00am-4:00am EDT"
1502,"FOX News Sunday With Chris Wallace : FOXNEWS : October 24, 2011 4:00am-5:00am EDT"
1503,"Red Eye : FOXNEWS : October 28, 2011 3:00am-4:00am EDT"
1504,"Greta Van Susteren : FOXNEWS : November 2, 2011 1:00am-2:00am EDT"
1505,"The Five : FOXNEWS : November 3, 2011 5:00pm-6:00pm EDT"
1506,"America's News Headquarters : FOXNEWS : November 5, 2011 12:00pm-1:00pm EDT"
1507,"Greta Van Susteren : FOXNEWS : November 9, 2011 1:00am-2:00am EST"
1508,"Studio B With Shepard Smith : FOXNEWS : January 2, 2012 3:00pm-4:00pm EST"
1509,"America's News Headquarters : FOXNEWS : March 17, 2012 1:00pm-2:00pm EDT"
1510,"America's News Headquarters : FOXNEWS : October 20, 2012 4:00pm-6:00pm EDT"
1511,"The FOX Report With Shepard Smith : FOXNEWS : July 23, 2009 7:00pm-8:00pm EDT"
1512,"America's News HQ : FOXNEWS : August 8, 2009 12:00pm-2:00pm EDT"
1513,"The Journal Editorial Report : FOXNEWS : August 8, 2009 11:00pm-11:30pm EDT"
1514,"Happening Now : FOXNEWS : August 13, 2009 11:00am-1:00pm EDT"
1515,"Happening Now : FOXNEWS : August 19, 2009 11:00am-1:00pm EDT"
1516,"The O'Reilly Factor : FOXNEWS : August 20, 2009 5:00am-6:00am EDT"
1517,"Happening Now : FOXNEWS : August 27, 2009 11:00am-1:00pm EDT"
1518,"The Live Desk : FOXNEWS : October 15, 2009 1:00pm-3:00pm EDT"
1519,"FOX and Friends : FOXNEWS : December 23, 2009 6:00am-9:00am EST"
1520,"The O'Reilly Factor : FOXNEWS : January 1, 2010 8:00pm-9:00pm EST"
1521,"The Live Desk : FOXNEWS : January 7, 2010 1:00pm-3:00pm EST"
1522,"FOX and Friends Saturday : FOXNEWS : February 27, 2010 7:00am-10:00am EST"
1523,"The FOX Report With Shepard Smith : FOXNEWS : March 25, 2010 7:00pm-8:00pm EDT"
1524,"America's News HQ : FOXNEWS : April 10, 2010 4:00pm-6:00pm EDT"
1525,"FOX News Sunday With Chris Wallace : FOXNEWS : October 10, 2010 2:00pm-3:00pm EDT"
1526,"America's News HQ : FOXNEWS : October 23, 2010 4:00pm-6:00pm EDT"
1527,"FOX and Friends Saturday : FOXNEWS : January 1, 2011 6:00am-10:00am EST"
1528,"Hannity : FOXNEWS : January 26, 2011 4:40am-5:00am EST"
1529,"FOX and Friends Sunday : FOXNEWS : February 20, 2011 7:00am-10:00am EST"
1530,"The O'Reilly Factor : FOXNEWS : March 11, 2011 5:00am-6:00am EST"
1531,"Glenn Beck : FOXNEWS : April 6, 2011 2:00am-3:00am EDT"
1532,"Glenn Beck : FOXNEWS : April 9, 2011 2:00am-3:00am EDT"
1533,"Geraldo at Large : FOXNEWS : April 10, 2011 10:00pm-11:00pm EDT"
1534,"America's News HQ : FOXNEWS : April 30, 2011 6:00pm-7:00pm EDT"
1535,"Greta Van Susteren : FOXNEWS : September 30, 2011 10:00pm-11:00pm EDT"
1536,"Geraldo at Large : FOXNEWS : October 17, 2011 1:00am-2:00am EDT"
1537,"Hannity : FOXNEWS : October 20, 2011 9:00pm-10:00pm EDT"
1538,"The O'Reilly Factor : FOXNEWS : November 3, 2011 11:00pm-12:00am EDT"
1539,"Your World With Neil Cavuto : FOXNEWS : November 4, 2011 4:00pm-5:00pm EDT"
1540,"FOX and Friends : FOXNEWS : August 14, 2012 6:00am-9:00am EDT"
1541,"Special Report With Bret Baier : FOXNEWS : July 17, 2009 6:00pm-7:00pm EDT"
1542,"The O'Reilly Factor : FOXNEWS : July 17, 2009 11:00pm-12:00am EDT"
1543,"Greta Van Susteren : FOXNEWS : August 8, 2009 1:00am-2:00am EDT"
1544,"FOX Report : FOXNEWS : August 8, 2009 7:00pm-8:00pm EDT"
1545,"FOX Report : FOXNEWS : August 29, 2009 7:00pm-8:00pm EDT"
1546,"The FOX Report With Shepard Smith : FOXNEWS : September 22, 2009 7:00pm-8:00pm EDT"
1547,"Hannity : FOXNEWS : November 5, 2009 9:00pm-10:00pm EST"
1548,"Hannity : FOXNEWS : June 14, 2010 2:00am-3:00am EDT"
1549,"FOX and Friends : FOXNEWS : August 24, 2010 6:00am-9:00am EDT"
1550,"FOX and Friends : FOXNEWS : November 8, 2010 6:00am-9:00am EST"
1551,"Bulls and Bears : FOXNEWS : December 25, 2010 10:00am-10:30am EST"
1552,"FOX Report : FOXNEWS : December 25, 2010 7:00pm-8:00pm EST"
1553,"FOX and Friends : FOXNEWS : December 27, 2010 6:00am-9:00am EST"
1554,"America's News HQ : FOXNEWS : January 8, 2011 6:00pm-7:00pm EST"
1555,"America's News HQ : FOXNEWS : January 16, 2011 11:00am-12:00pm EST"
1556,"Hannity : FOXNEWS : March 18, 2011 9:00pm-10:00pm EDT"
1557,"Special Report With Bret Baier : FOXNEWS : April 6, 2011 4:00am-5:00am EDT"
1558,"America's News HQ : FOXNEWS : April 9, 2011 1:00pm-3:00pm EDT"
1559,"America's News HQ : FOXNEWS : April 9, 2011 6:00pm-7:00pm EDT"
1560,"The O'Reilly Factor : FOXNEWS : April 13, 2011 8:00pm-9:00pm EDT"
1561,"The FOX Report With Shepard Smith : FOXNEWS : May 16, 2011 7:00pm-8:00pm EDT"
1562,"The O'Reilly Factor : FOXNEWS : May 23, 2011 11:00pm-11:41pm EDT"
1563,"Glenn Beck : FOXNEWS : June 29, 2011 2:00am-3:00am EDT"
1564,"Stossel : FOXNEWS : October 1, 2011 10:00pm-11:00pm EDT"
1565,"Happening Now : FOXNEWS : October 4, 2011 11:00am-1:00pm EDT"
1566,"The Five : FOXNEWS : October 4, 2011 5:00pm-6:00pm EDT"
1567,"The O'Reilly Factor : FOXNEWS : October 5, 2011 5:00am-6:00am EDT"
1568,"The Five : FOXNEWS : October 19, 2011 2:00am-3:00am EDT"
1569,"Huckabee : FOXNEWS : October 23, 2011 3:00am-4:00am EDT"
1570,"The FOX Report With Shepard Smith : FOXNEWS : November 1, 2011 7:00pm-8:00pm EDT"
1571,"The Journal Editorial Report : FOXNEWS : November 5, 2011 2:00pm-2:30pm EDT"
1572,"Geraldo at Large : FOXNEWS : November 7, 2011 5:00am-6:00am EST"
1573,"Special Report With Bret Baier : FOXNEWS : January 9, 2012 6:00pm-7:00pm EST"
1574,"Happening Now : FOXNEWS : April 19, 2012 11:00am-1:00pm EDT"
1575,"FOX News Watch : FOXNEWS : July 4, 2009 2:30pm-3:00pm EDT"
1576,"FOX and Friends : FOXNEWS : July 6, 2009 6:00am-9:00am EDT"
1577,"The Live Desk : FOXNEWS : July 16, 2009 1:00pm-3:00pm EDT"
1578,"FOX and Friends : FOXNEWS : September 4, 2009 6:00am-9:00am EDT"
1579,"The O'Reilly Factor : FOXNEWS : September 15, 2009 8:00pm-9:00pm EDT"
1580,"The O'Reilly Factor : FOXNEWS : December 13, 2009 3:00pm-4:00pm EST"
1581,"Special Report With Bret Baier : FOXNEWS : December 31, 2009 6:00pm-7:00pm EST"
1582,"The FOX Report With Shepard Smith : FOXNEWS : March 1, 2010 7:00pm-8:00pm EST"
1583,"America Live : FOXNEWS : March 22, 2010 1:00pm-3:00pm EDT"
1584,"Happening Now : FOXNEWS : April 16, 2010 11:00am-1:00pm EDT"
1585,"The FOX Report With Shepard Smith : FOXNEWS : April 22, 2010 7:00pm-8:00pm EDT"
1586,"The Journal Editorial Report : FOXNEWS : May 8, 2010 11:00pm-11:30pm EDT"
1587,"America's News HQ : FOXNEWS : September 12, 2010 4:00pm-6:00pm EDT"
1588,"Studio B With Shepard Smith : FOXNEWS : October 19, 2010 2:00pm-3:00pm EST"
1589,"America's Newsroom : FOXNEWS : December 29, 2010 9:00am-11:00am EST"
1590,"Geraldo at Large : FOXNEWS : March 14, 2011 1:00am-2:00am EDT"
1591,"The Journal Editorial Report : FOXNEWS : April 2, 2011 11:00pm-11:30pm EDT"
1592,"America's Newsroom : FOXNEWS : April 7, 2011 9:00am-11:00am EDT"
1593,"Red Eye : FOXNEWS : April 29, 2011 3:00am-4:00am EDT"
1594,"FOX and Friends : FOXNEWS : June 10, 2011 6:00am-9:00am EDT"
1595,"FOX and Friends : FOXNEWS : August 31, 2011 6:00am-9:00am EDT"
1596,"The FOX Report With Shepard Smith : FOXNEWS : September 29, 2011 7:00pm-8:00pm EDT"
1597,"America Live : FOXNEWS : October 4, 2011 1:00pm-3:00pm EDT"
1598,"Special Report With Bret Baier : FOXNEWS : October 15, 2011 4:00am-5:00am EDT"
1599,"FOX and Friends First : FOXNEWS : June 15, 2012 5:00am-6:00am EDT"
1600,"Huckabee : FOXNEWS : July 5, 2009 11:00pm-12:00am EDT"
1601,"Glenn Beck : FOXNEWS : July 7, 2009 5:00pm-6:00pm EDT"
1602,"Special Report With Bret Baier : FOXNEWS : July 31, 2009 6:00pm-6:16pm EDT"
1603,"America's News HQ : FOXNEWS : August 1, 2009 12:00pm-2:00pm EDT"
1604,"Glenn Beck : FOXNEWS : August 20, 2009 5:00pm-6:00pm EDT"
1605,"America's News HQ : FOXNEWS : September 26, 2009 6:00pm-7:00pm EDT"
1606,"FOX News Watch : FOXNEWS : September 26, 2009 11:30pm-12:00am EDT"
1607,"The O'Reilly Factor : FOXNEWS : September 30, 2009 8:00pm-9:00pm EDT"
1608,"America's News HQ : FOXNEWS : October 11, 2009 4:00pm-6:00pm EDT"
1609,"The FOX Report With Shepard Smith : FOXNEWS : November 9, 2009 7:00pm-8:00pm EST"
1610,"Studio B With Shepard Smith : FOXNEWS : December 4, 2009 3:00pm-4:00pm EST"
1611,"Geraldo at Large : FOXNEWS : January 30, 2010 10:00pm-11:00pm EST"
1612,"America Live : FOXNEWS : February 26, 2010 1:00pm-3:00pm EST"
1613,"America's News HQ : FOXNEWS : March 14, 2010 12:00pm-2:00pm EDT"
1614,"Red Eye : FOXNEWS : March 18, 2010 3:00am-4:00am EDT"
1615,"FOX and Friends Sunday : FOXNEWS : April 11, 2010 7:00am-10:00am EDT"
1616,"Studio B With Shepard Smith : FOXNEWS : April 22, 2010 3:00pm-4:00pm EDT"
1617,"FOX and Friends Saturday : FOXNEWS : August 7, 2010 7:00am-10:00am EDT"
1618,"America Live : FOXNEWS : November 11, 2010 1:00pm-3:00pm EST"
1619,"America's Newsroom : FOXNEWS : November 17, 2010 9:00am-11:00am EST"
1620,"Happening Now : FOXNEWS : December 31, 2010 11:00am-1:00pm EST"
1621,"Forbes on FOX : FOXNEWS : January 22, 2011 11:00am-11:30am EST"
1622,"Geraldo at Large : FOXNEWS : January 22, 2011 10:00pm-11:00pm EST"
1623,"FOX News Sunday With Chris Wallace : FOXNEWS : February 6, 2011 2:00pm-3:00pm EST"
1624,"The O'Reilly Factor : FOXNEWS : March 30, 2011 5:00am-6:00am EDT"
1625,"Stossel : FOXNEWS : May 22, 2011 10:00pm-11:00pm EDT"
1626,"Glenn Beck : FOXNEWS : May 28, 2011 2:00am-3:00am EDT"
